prediction,uncertainty
137.625,50.3071006419571
149.27,54.943763067340036
137.735,54.24190976542032
150.7,50.445713395689026
141.3,41.19878638989261
105.785,43.39215107597226
148.405,63.40970726158575
136.735,50.58453098527257
127.055,44.70058137205824
123.71,50.39241907271372
152.295,63.39406892604387
137.09,52.78770595508008
143.025,54.45497566797731
140.71,43.584927440572855
127.94,55.77756179683726
160.645,50.95585319666427
152.25,45.28517969490681
150.91,64.21224104483504
137.755,47.83372215289127
143.395,64.03287417413031
153.735,55.92758509894739
138.385,49.32997846137782
137.59,45.399249993804965
101.945,31.751409023852787
132.205,42.323669205304014
153.76,61.91374968454101
161.905,50.26764341999732
160.475,46.51783931998558
156.79,48.861701771428315
171.03,55.18151049038077
168.59,58.002861136326736
166.895,55.76534743906831
151.535,42.063865431032376
151.68,47.52964969363861
149.26,38.14370721364141
161.5,55.64692264627038
147.99,53.735741364570366
164.995,48.19133713646052
169.825,54.392594854446855
132.825,41.42589015338114
150.845,38.15653253376151
146.285,46.86932658999914
149.77,46.1707385689248
148.945,47.15625064612325
143.02,43.31419628712969
158.68,43.637914707281794
141.965,47.871847415782895
146.82,52.40970902418748
165.735,40.34928469006606
155.94,40.88858520418626
176.985,53.56645195455826
147.64,50.700595657250425
155.005,57.98529964568605
143.75,43.602608866901534
145.0,42.35681763305643
143.095,47.67930342402248
152.675,50.492963618706334
154.405,40.11060925740222
163.45,55.52726807614434
148.595,52.0077972519506
145.465,46.31132447900836
159.48,46.44609348481311
147.965,56.001015839000644
145.29,42.36066453680821
143.025,50.358061668416084
173.255,64.20116801896988
174.6,63.76244976473224
155.08,44.67967770698442
149.34,63.837640933856555
151.295,46.433802073489524
146.57,48.684854934568726
156.475,39.72492133409453
167.4,58.99338946017599
156.43,53.370076822129455
125.17,53.21748866679073
165.19,48.762833182660735
153.115,49.095333535887086
155.405,51.97808167872301
153.745,58.37533704399485
154.18,49.507348949423665
147.07,45.15290799051597
150.955,44.1105766795221
135.895,47.614220302342446
146.24,51.09434802402316
152.08,42.71690063663327
156.79,47.9982905945618
143.24,47.88196320118882
160.29,47.95858525853321
151.18,61.25444963429189
162.8,45.78143728630633
158.28,56.86590894375996
169.385,70.50777811702766
156.01,44.390763678945646
147.595,46.845821318448465
142.1,49.076776585264824
139.08,51.450593776942924
155.905,63.93861098741512
144.45,46.3827284665316
151.47,43.0228904189386
147.055,47.80859729170057
159.275,62.469347483385796
163.25,64.10185254733283
152.705,43.13893803746216
157.515,53.57545870078948
152.605,49.9538684688183
137.695,38.119443529516545
148.34,45.81849408263
152.77,42.89308918695412
140.995,48.36563837064493
153.955,46.05901621832581
148.04,44.535810310355856
159.55,47.24751316207025
143.57,50.410466175190244
158.69,62.988363210993164
154.46,51.587482977947275
153.495,56.848922373251725
161.77,58.42745159597497
157.58,45.49289614873951
127.175,57.07341215487295
156.835,49.18483277393549
147.78,47.81559996486503
148.46,46.85497198803987
149.845,38.55049902400746
139.735,43.344950974709846
142.0,48.34273471784566
158.005,41.44894419644487
137.08,43.67486233521522
155.245,58.86684104825057
134.07,37.62466079581317
144.475,44.78972398887941
131.155,43.09096163930437
152.83,51.60921526239283
142.79,44.181963514538374
135.53,56.14934638978447
155.26,48.582223086227735
132.13,48.409328646449964
139.64,55.232783742990904
134.28,45.6058285748653
144.92,49.804855185011846
133.175,48.24639235217491
127.25,57.04224311858712
131.815,49.36740599828999
161.99,63.541875169056816
149.625,41.656144504742635
144.72,47.586674605397675
158.04,46.45189339521049
141.215,56.82067207451879
138.315,36.78485795813272
152.045,57.8162864165453
145.95,39.82722059094759
157.22,65.10116435210664
142.69,48.71533536782848
137.825,47.04056095541379
136.91,50.171823765934604
128.195,46.221174530727815
130.235,53.91168495790129
142.715,48.27228785752752
158.82,44.57014247228742
133.825,43.23799688931022
143.3,52.04987992301229
146.115,48.5450489236544
145.935,49.68199648766138
139.585,50.45466058750172
157.96,47.81556650297057
135.26,53.08561387042634
129.525,46.58142736112751
137.845,56.41667284588835
143.94,54.86334295319602
132.83,53.234209865461516
97.1,46.279801209599
139.3,52.770730523653015
134.92,48.84079851927075
159.125,48.90009585880175
123.08,48.96430945086431
154.33,45.64297426767892
127.885,48.10303290853914
142.98,56.087339034759
125.97,48.23016794496989
138.155,56.01090050159882
151.405,47.65627949179415
157.155,58.712613423352224
106.005,44.2977987602093
111.465,42.9038317053384
155.23,49.77978605819837
98.83,42.894301486327976
129.735,53.64871643385329
151.24,54.06035885933425
106.785,45.04307688202483
133.56,42.68379552007999
124.84,55.19623537887346
106.97,46.434137226829165
141.99,53.61613469842825
125.52,49.994995749574784
147.56,54.48519431919098
150.755,42.894346655474315
139.725,63.54871654880217
151.775,47.19612669488883
139.935,50.34660639010339
134.925,47.66570439005388
151.79,42.18727177716047
141.21,46.87041604253156
152.11,47.9835169615567
140.25,48.654367738158925
146.11,46.89262095468753
118.92,49.19576811068204
134.785,51.687607557324625
144.625,50.462306477211285
130.755,46.10753707367158
138.685,48.5334500628175
153.49,43.48735333404414
159.185,49.24622599753204
132.805,52.86971699375741
147.215,49.41668518830456
130.58,50.20999502091191
150.725,61.2306244864447
144.185,43.96772424176628
116.495,52.58935229682905
146.475,37.7454550244132
149.495,49.63083693632419
127.65,42.249467452265
110.795,37.26168239626334
126.26,44.142750254147046
143.975,51.178553858037056
142.06,48.71731109164378
133.945,48.108024018868214
133.415,52.716437427049264
136.42,42.527210113055844
144.13,46.17329422945691
129.515,50.10468815390432
145.435,57.30938644759687
142.265,44.422120334355974
144.15,45.09088045270351
128.05,51.479874708472266
113.815,45.62313859216616
151.0,61.12454498808151
139.535,55.250871260098705
138.27,49.30757649692389
148.245,46.692129690130855
160.18,53.94457896767755
146.53,43.79450992989876
152.94,52.5887478459033
138.855,48.786206810941984
141.035,49.63500554044494
116.95,50.74837435819991
132.065,44.736347358719385
129.53,46.16285411453674
154.76,51.852891915494936
175.99,42.291960228866195
196.965,44.3610614728728
143.955,48.84130398545887
154.805,47.27025465342872
166.545,48.22030666638278
155.325,52.465125321493325
171.925,39.878683215472414
177.945,48.75471233634756
183.91,38.12363964786154
183.475,40.65635712899027
184.83,47.62741962357398
167.45,40.39600846618389
156.325,46.019336968278886
169.99,43.817347021470844
158.695,54.79983553807437
182.43,34.45685853353437
162.405,38.541418954158914
171.185,41.04705561913059
175.04,57.5138105153884
169.725,42.77217991872753
174.56,41.323799438096195
154.15,46.781914240441246
194.77,58.01902360433173
162.975,38.00584658970247
163.685,59.42420192985345
164.34,46.742747030956586
166.835,71.78013496086507
170.81,43.366506661247236
159.365,49.82862405284737
170.985,41.7775630572201
167.39,47.98591355804326
151.41,38.76585998014234
178.025,48.82329746135546
152.415,53.260987364111074
201.55,74.97377874964016
163.795,52.0171411651967
178.6,49.54634194367933
151.845,58.09682413867387
163.45,38.97957798642772
164.95,53.598110974175206
174.595,41.67230465189082
176.365,41.18108516054428
173.96,56.090626667920205
194.225,40.45842773761729
168.745,48.8425017274914
147.815,40.269228636764325
164.655,47.948054965764776
198.805,41.626757920837406
169.81,69.56014591704076
158.575,60.52523750469717
166.055,47.875379632959564
145.955,50.48953332127361
173.87,38.536256953679356
150.01,38.72260192703999
174.12,47.55528992656862
170.185,63.126624929581006
159.74,53.04528631273471
171.345,44.99851080869232
173.315,53.128107203249776
195.84,46.08464386322193
167.905,55.96861598253077
161.56,40.21338583108863
166.17,47.0865277972373
165.325,49.604630580219045
158.69,55.59068177311734
169.625,44.554622375237344
142.455,49.42598481568172
174.115,44.29403769131914
163.005,47.21382186394149
169.92,49.087713330323304
170.4,42.972665730671146
183.97,56.26205737439754
146.255,46.25181050510348
163.625,55.26621368431168
175.1,48.862255371605585
168.46,46.68906081728352
164.19,38.00136708067225
157.82,51.45889233164662
166.22,50.22122658796777
184.055,40.50261689076397
164.17,49.99351057887414
153.605,54.62919526224049
164.305,46.439659505642375
167.955,60.34362414538921
162.55,46.351779901099825
168.37,66.2571739512032
169.73,49.90087273785903
161.68,65.19998159508943
159.475,42.13038541243124
162.62,56.558161214806134
165.485,46.51924091169158
157.045,50.93665649608346
161.055,48.108231883951
181.025,50.76597654925982
166.1,65.3902133350244
153.445,40.83462960527498
150.39,62.05939010335181
151.655,42.24921271455837
165.355,41.60731876725536
164.46,48.43777864435981
150.08,50.306695379442296
171.555,38.16198337350929
146.945,59.47488524579092
154.215,57.343777125334185
140.935,51.86473536999875
155.84,53.15632041441544
152.18,43.599743118509295
158.865,48.65220215982006
176.655,57.140318296278316
143.775,52.458501455912746
161.25,49.716571683896305
170.575,39.38634757120797
155.4,49.24906090475225
164.01,59.80309272938983
134.39,56.69610127689557
161.205,44.59207300630908
154.165,64.74602516757302
179.805,68.4795369070206
152.89,56.81256815177431
156.985,51.89927528395749
180.095,54.851581335454675
157.59,42.30096807402875
156.895,42.814179602089766
144.61,55.86633959729242
139.805,53.00855567736211
152.83,49.29270838572374
167.24,48.94162236787823
144.375,57.650189722150955
153.7,54.65070905303973
127.715,49.06407825486994
129.245,47.25394137000636
142.105,66.73255558571093
149.965,57.135836171355706
137.325,47.56458109770337
131.66,47.68935310947298
144.775,46.486604253268474
150.235,48.79928047625294
152.69,59.661242863353074
145.02,60.36364468784171
164.26,70.9595123996776
132.08,57.38748644086095
169.435,39.96267977751241
136.285,44.85625680994793
156.69,70.7425183323297
157.155,64.85708114770507
156.28,60.083288858051034
133.55,53.60062966048068
170.885,66.26576623717561
125.655,47.87824114355079
159.61,42.94889870532188
130.135,59.64944907541058
152.11,47.1277826764638
155.955,67.96648420361319
135.475,40.39070901828785
145.71,58.97741855998785
132.03,46.57949226859391
160.235,62.36312832916577
130.06,42.225778856049544
152.555,63.92618379819023
134.385,54.09867627770573
132.81,59.09537968403283
137.88,54.56799061721076
127.755,52.296223334003756
144.91,62.694512519039485
134.53,53.33590816701258
127.63,48.55309567885451
145.485,59.586322046254864
138.985,55.28720263315914
134.135,52.824206335732114
141.04,65.99476039808009
146.04,56.01801852975521
127.29,48.235214314855085
136.58,56.867685024097824
130.395,47.03284995617427
147.125,66.71708458108763
128.065,50.84064097746998
177.215,71.5311734490634
153.43,61.71430223214064
153.92,63.256727705438585
149.805,59.94603385546037
129.175,53.527230219767574
114.705,49.316102593372094
125.7,57.01368256830985
131.365,51.04695656941753
139.9,55.87638141469077
113.11,45.346531289614646
148.875,61.702993241819314
134.45,56.464037227247566
157.5,71.36406658816466
122.065,50.80305871697097
131.44,49.592604287332996
116.775,47.34051515351305
125.88,52.038308965607214
147.155,49.259729749563185
159.22,49.97370908787941
139.3,45.12316478262579
139.935,51.056838670250634
142.73,51.21149382706973
135.095,54.78043423522673
153.97,48.35079213415227
110.675,44.83468941567458
156.335,44.22592876356584
138.87,62.35682079772829
138.43,51.360832353068425
153.265,46.168547464697205
152.885,39.80303725848067
145.565,54.321043574290776
123.46,47.35154062963528
129.45,52.31049129954718
148.11,51.6568282030556
127.765,51.35279714874352
131.71,46.61787103676014
154.765,56.31908890420727
125.32,52.18321185975429
127.775,45.34417685877647
137.22,50.91582858011839
120.955,48.83546841180086
143.115,60.61981338638381
137.15,58.00954662811976
146.875,57.324945486236615
127.63,44.60720905862639
133.07,49.950126125966904
137.495,58.054543103877755
145.435,49.07500152827305
150.17,44.12336229255426
142.36,54.22905494289937
132.29,51.347890901185025
139.155,61.43436314474172
119.435,50.16976953305645
116.045,46.344287404166664
135.01,43.244420449348155
141.23,58.45311882183873
145.285,63.015107513992234
149.5,50.36754907676171
136.445,48.252429731568945
138.695,47.089828784993465
125.68,50.9868375171475
145.98,52.7900520931738
133.945,51.95875263129399
115.81,51.36890012449168
108.655,46.46682660780698
124.665,51.89742551418133
107.9,51.23612007168379
106.79,53.36821057521041
140.26,52.707612353435266
115.98,50.96282566734309
141.875,54.84860412991383
125.42,53.348698203423865
131.445,47.41410101436072
136.75,54.96460224544521
87.51,41.80203224724846
128.49,53.25485799436515
125.745,50.034887578568615
121.35,48.523473700880054
154.57,46.49510834485711
158.21,44.187734723563274
152.365,55.829936190183865
157.61,43.34602519262869
139.505,50.728788424325685
109.935,45.96401608867528
120.35,55.677531374873304
141.06,43.65955107419223
140.965,56.15268270528132
89.125,42.31984611266917
94.35,48.539030686654606
124.525,51.503974361208286
122.295,44.72860354404104
99.2,48.45513388692678
